	YEAR	MONTH	DAY	HOUR	MIN	  LAT	LON	P_hail_BC2019	MIN10PCT	MIN19PCT	MIN37PCT	MIN85PCT	FLAG
	2019	03	22	08	33	 -14.23	 130.96	0.278		287.8322	267.6927	198.7469	 75.9251	1
	2019	03	22	10	10	 -30.79	 119.04	0.340		286.1084	252.4398	217.6490	144.0339	0
	2019	03	22	10	11	 -32.15	 121.58	0.243		279.1483	252.6638	225.3510	168.4104	0
	2019	03	24	16	36	 -40.60	 148.78	0.201		272.5543	262.8130	222.6303	124.1797	1
	2019	03	27	18	48	 -14.56	 124.71	0.583		278.5536	258.3196	173.7612	 59.6733	1
	2019	04	05	15	44	 -13.98	 123.96	0.234		280.8299	267.7040	207.1200	 82.6333	1
	2019	04	09	12	13	 -31.04	 154.61	0.908		273.2484	230.5780	149.7576	 67.0625	1
	2019	04	09	15	22	 -17.11	 113.89	0.504		281.7461	259.3226	184.6324	 66.2225	1
	2019	09	17	13	04	 -33.05	 153.93	0.500		265.2638	260.1060	203.7195	101.4003	1
	2019	10	11	19	38	 -23.68	 153.79	0.271		275.6704	263.1476	207.8645	111.7972	1
	2019	10	17	04	11	 -40.36	 153.48	0.228		274.6501	267.8423	228.5598	146.5878	0
	2019	10	17	04	11	 -40.01	 153.30	0.364		269.0585	256.2153	209.3759	136.9789	1
	2019	10	17	04	11	 -38.85	 153.47	0.343		267.9287	259.5151	220.3540	134.1107	1
	2019	11	02	14	47	 -29.87	 144.12	0.237		293.5782	267.6689	218.7964	116.0572	0
	2019	11	03	00	32	 -30.27	 142.12	0.234		298.7727	267.3893	207.5010	 98.6962	1
	2019	11	06	12	57	 -39.18	 152.73	0.257		272.4681	266.1807	216.1756	105.8407	1
	2019	11	06	12	57	 -41.19	 153.37	0.239		270.2491	266.7860	222.0335	133.4089	1
	2019	11	17	09	36	 -27.93	 154.50	0.960		256.5092	197.7943	132.9859	 64.9943	1
	2019	11	17	09	36	 -28.27	 153.95	0.349		270.7405	250.7468	197.1774	103.7896	1
	2019	11	22	08	18	 -16.98	 137.62	0.351		294.5051	256.9292	207.9196	109.6329	1
	2019	11	24	19	32	 -18.19	 124.69	0.203		292.1163	269.4337	217.3361	116.3068	0
	2019	11	25	08	50	 -21.05	 119.82	0.431		296.2413	257.9268	193.3590	106.0326	1
	2019	11	25	08	50	 -18.67	 122.22	0.468		314.5738	259.2176	198.3265	103.0192	1
	2019	11	26	07	57	 -14.83	 127.23	0.490		299.4878	259.1089	196.2184	103.9764	1
	2019	11	27	08	40	 -21.49	 119.45	0.313		287.5520	256.7227	211.4599	117.8826	0
	2019	12	01	06	43	 -14.73	 125.67	0.292		293.3167	265.2157	205.6808	 79.6714	1
	2019	12	01	06	43	 -14.55	 127.07	0.292		308.3378	266.2442	208.7278	121.9577	1
	2019	12	11	12	37	 -27.56	 153.11	0.852		273.0153	243.0944	154.5075	 71.8752	1
	2019	12	21	11	49	 -15.31	 127.51	0.210		285.1012	269.9920	217.4617	 94.3196	1
	2019	12	21	11	49	 -15.32	 127.02	0.219		309.2046	268.2176	217.4124	 99.0880	1
	2019	12	24	09	13	 -24.34	 149.95	0.498		288.1952	250.8830	192.6678	113.5961	0
	2019	12	25	08	21	 -25.91	 150.78	0.535		283.1658	252.1061	203.7848	117.1217	1
	2019	12	25	08	21	 -24.93	 151.22	0.758		273.1318	243.9771	177.5372	 78.1143	1
	2019	12	25	09	51	 -33.11	 121.90	0.245		291.5776	264.2329	214.8185	111.2261	1
	2019	12	25	09	56	 -18.76	 137.33	0.834		295.1093	244.7785	165.3907	 77.8131	1
	2019	12	25	09	56	 -19.21	 138.01	0.853		285.6700	236.7835	164.1438	 73.2763	1
	2019	12	26	09	04	 -17.51	 143.22	0.465		276.2420	251.4275	197.9932	103.7243	1
	2019	12	26	09	05	 -13.27	 144.05	0.677		273.1268	253.7486	171.1475	 75.8133	1
	2019	12	26	09	06	 -12.89	 143.61	0.228		278.2444	266.3228	202.1528	 82.7232	1
	2019	12	26	22	19	 -12.06	 134.86	0.729		276.5565	254.5017	137.0535	 55.7643	1
	2019	12	26	22	20	 -12.46	 134.72	0.310		290.8339	263.8370	202.8545	 82.6162	1
	2019	12	26	22	20	 -13.69	 134.79	0.346		280.9826	263.3878	195.5414	 75.9788	1
	2019	12	26	22	20	 -13.40	 135.56	0.493		281.9328	257.7819	180.9439	 70.9188	1
	2019	12	26	22	20	 -14.17	 134.17	0.698		282.2317	252.8548	163.1933	 68.8298	1
	2019	12	27	09	45	 -19.51	 127.06	0.205		333.5984	268.5560	231.0117	122.4879	0
	2019	12	27	09	46	 -15.62	 125.90	0.246		288.9655	264.6102	217.7649	107.7126	1
	2019	12	28	08	54	 -17.81	 136.55	0.554		302.0494	257.2774	178.9793	 73.1235	1
	2019	12	29	09	35	 -23.15	 124.41	0.953		267.9945	208.6395	155.5756	 90.3980	1
	2019	12	29	09	36	 -17.99	 123.22	0.322		319.8633	263.6820	187.7076	 67.7687	1
	2019	12	31	07	53	 -18.34	 138.90	0.419		320.0533	263.9717	187.9953	 86.1425	1
	2020	01	10	18	45	 -13.28	 127.51	0.319		278.2300	265.0782	196.9597	 74.7134	1
	2020	01	13	17	44	 -16.90	 128.82	0.239		289.8942	267.1420	209.7413	 77.4015	1
	2020	01	16	16	41	 -16.62	 130.36	0.276		285.6080	268.0863	200.4052	 75.2413	1
	2020	01	17	04	08	 -18.95	 122.10	0.244		310.7035	271.0273	205.7047	 73.2495	1
	2020	01	18	14	59	 -14.50	 147.23	0.214		287.0116	268.6945	204.5385	 97.5542	1
	2020	01	18	15	00	 -16.11	 147.15	0.302		282.8840	264.6018	192.2962	 67.9923	1
	2020	01	19	15	42	 -18.43	 140.34	0.207		307.9049	270.5053	213.6191	 92.4732	1
	2020	01	20	14	55	 -36.85	 154.85	0.357		270.3504	264.6680	191.2038	 77.2671	1
	2020	01	23	13	52	 -34.72	 153.57	0.276		273.8260	263.7556	208.9087	 87.1581	1
	2020	01	23	13	52	 -36.89	 153.49	0.418		274.4350	259.5175	182.4351	 85.3499	1
	2020	01	23	13	52	 -38.15	 154.29	0.301		274.8833	267.8702	199.5013	 68.4997	1
	2020	02	06	10	59	 -17.06	 132.16	0.296		297.0198	268.0493	198.6811	 73.4261	1
	2020	02	06	10	59	 -17.66	 132.37	0.330		301.5789	266.4679	192.3292	 76.5226	1
	2020	02	07	10	06	 -14.12	 130.74	0.536		282.3589	258.1752	165.3130	 52.1907	1
	2020	02	07	10	06	 -12.71	 132.59	0.522		286.3086	261.8164	166.0823	 64.8177	1
	2020	02	10	09	04	 -12.55	 132.66	0.487		282.0151	262.7022	173.4013	 58.0725	1
	2020	02	11	08	14	 -14.45	 143.67	0.366		289.5247	266.3937	187.9429	 63.5942	1
	2020	02	11	08	18	 -27.95	 149.45	0.276		313.8406	264.3543	196.4573	 87.4924	1
	2020	02	11	09	48	 -17.05	 125.79	0.214		295.3086	269.3986	208.1876	 66.5850	1
	2020	02	13	08	04	 -12.74	 135.34	0.315		297.1955	268.7840	186.5815	 62.6863	1
	2020	02	13	09	39	 -18.61	 122.85	0.324		304.2354	267.9948	195.9964	 71.8696	1
	2020	02	13	19	30	 -19.16	 128.33	0.275		295.7849	266.4969	193.8808	 73.0198	1
	2020	02	15	07	55	 -13.40	 133.78	0.209		303.8329	266.3970	204.7201	 94.6752	1
	2020	02	15	07	55	 -17.80	 130.68	0.315		312.2114	265.8587	204.4716	 90.3715	1
	2020	02	15	19	20	 -18.03	 129.33	0.494		291.7196	260.1810	181.4837	 75.0988	1
	2020	02	16	07	05	 -18.28	 140.35	0.864		285.9854	246.0148	159.3304	 53.5060	1
	2020	02	16	07	05	 -18.15	 140.82	0.873		290.2240	241.6715	142.9774	 55.0979	1
	2020	02	16	07	05	 -16.21	 143.09	0.201		308.0032	270.4354	219.9936	 90.2693	1
	2020	02	16	18	29	 -18.93	 131.04	0.210		296.5515	270.4504	212.6342	 92.2896	1
	2020	02	18	07	00	 -33.56	 147.99	0.364		316.8692	260.0031	210.2513	125.1217	0
	2020	02	18	07	00	 -34.10	 148.09	0.301		306.5087	258.5043	215.3826	112.8349	1
	2020	02	18	07	01	 -37.94	 144.59	0.241		281.7909	267.9258	224.4777	134.4186	0
	2020	02	18	07	01	 -37.61	 149.34	0.964		262.6952	217.5260	174.5235	117.5380	0
	2020	02	18	07	02	 -39.50	 151.34	0.682		274.8899	256.3738	182.2835	 76.1896	1
	2020	02	18	07	02	 -40.56	 150.27	0.233		271.3383	264.6123	228.6467	133.9178	1
	2020	02	19	06	06	 -25.22	 149.29	0.400		286.2548	258.2999	193.3002	 78.1634	1
	2020	02	23	17	06	 -28.26	 119.31	0.311		289.2189	263.4617	203.1547	119.0201	0
	2020	02	26	14	33	 -23.81	 150.18	0.282		282.1945	267.5250	200.2796	 82.0342	1
	2020	02	26	16	02	 -34.05	 113.79	0.270		273.9779	260.4137	213.1589	 99.3608	1
	2020	03	04	13	11	 -19.89	 139.21	0.205		286.9875	270.9084	210.1029	105.1840	1
	2020	03	05	12	19	 -23.46	 148.16	0.543		281.7760	258.0418	181.3628	 77.9090	1
	2020	03	17	09	41	 -29.72	 124.88	0.219		307.3015	263.7211	217.4029	113.7263	1
	2020	03	29	19	00	 -36.01	 152.88	0.311		274.3326	263.4561	214.9182	108.6248	1
	2020	05	09	07	03	 -35.29	 151.69	0.318		274.2261	259.6003	218.0423	123.0448	1
	2020	05	09	07	03	 -38.46	 150.93	0.314		274.5052	262.8062	220.6074	116.4780	1
	2020	05	20	13	24	 -35.57	 152.30	0.225		275.1980	257.0054	215.6537	130.7988	1
	2020	06	28	18	09	 -34.40	 120.11	0.266		272.0882	265.4650	221.4098	113.0322	1
	2020	08	12	12	29	 -33.61	 154.75	0.213		276.6081	268.6009	231.0351	143.1052	0
	2020	09	22	15	33	 -40.88	 154.94	0.290		270.9938	263.5099	222.8434	146.4904	0
	2020	10	18	16	47	 -30.62	 154.68	0.204		275.1122	269.4237	222.2487	107.0013	1
	2020	10	23	05	48	 -27.81	 148.74	0.751		291.5234	242.3588	191.8717	102.4124	1
	2020	10	23	05	48	 -30.44	 148.80	0.808		279.3340	243.7707	184.2309	 86.9126	1
	2020	10	24	06	26	 -15.66	 136.06	0.284		298.7170	262.9021	198.6507	 76.6260	1
	2020	10	25	05	34	 -17.61	 136.38	0.265		303.1795	262.1610	207.8612	103.1986	1
	2020	10	25	05	34	 -16.68	 137.53	0.442		289.0624	261.9717	193.8118	 73.8206	1
	2020	10	25	17	00	 -14.83	 135.70	0.359		276.0291	264.2107	192.6539	 77.2114	1
	2020	10	26	04	44	 -23.06	 150.55	0.214		286.6440	266.3798	217.7839	104.8512	1
	2020	10	26	06	16	 -19.79	 130.18	0.443		289.7038	260.9946	201.1904	 89.7496	1
	2020	10	28	04	34	 -22.92	 149.61	0.699		283.1594	243.2261	184.3585	107.4958	1
	2020	10	28	04	34	 -23.12	 149.98	0.395		285.1675	256.9880	204.5299	113.8653	1
	2020	10	28	04	34	 -24.55	 151.29	0.672		274.7480	239.0540	185.7310	102.2515	1
	2020	10	28	04	34	 -25.70	 152.70	0.743		279.5497	238.7290	170.9522	 92.9706	1
	2020	10	28	04	34	 -25.63	 151.25	0.647		274.3174	243.5818	198.9273	 96.1779	1
	2020	10	28	04	35	 -26.92	 152.97	0.355		275.9409	260.4475	200.3383	105.8278	1
	2020	10	28	04	36	 -30.75	 149.59	0.739		275.8351	249.4535	196.1689	116.5952	1
	2020	10	28	04	36	 -33.53	 147.58	0.309		278.3829	263.2498	222.2082	127.6981	1
	2020	10	28	14	20	 -30.95	 154.81	0.319		273.7449	262.9821	219.7331	123.1856	1
	2020	10	28	14	21	 -26.87	 154.03	0.573		272.9546	254.8969	181.8316	 95.6866	1
	2020	10	30	04	26	 -33.11	 144.27	0.566		298.5505	258.0962	204.9136	131.9177	0
	2020	10	30	04	26	 -33.56	 144.28	0.224		289.7750	269.8624	238.4004	156.3371	0
	2020	10	31	03	33	 -27.62	 152.81	0.292		269.3929	253.8320	213.9831	148.8560	0
	2020	10	31	03	34	 -28.47	 153.29	0.417		276.6597	246.0214	194.0326	115.9262	0
	2020	10	31	03	34	 -30.72	 153.41	0.553		269.9552	249.2910	199.4004	139.7533	0
	2020	10	31	03	35	 -34.15	 151.61	0.259		273.8462	264.3786	223.9514	139.0925	0
	2020	10	31	03	35	 -33.57	 154.74	0.995		250.0344	201.1341	147.8120	 88.2635	1
	2020	11	13	09	54	 -30.15	 153.03	0.288		279.4604	263.5155	205.2095	100.6416	1
	2020	11	13	11	29	 -16.66	 129.76	0.378		308.5216	265.7299	202.1476	 84.8343	1
	2020	11	14	10	37	 -20.62	 135.00	0.275		298.9085	261.7752	208.5700	126.7062	0
	2020	11	16	08	51	 -32.87	 151.78	0.304		279.0591	255.8369	210.0567	122.1062	1
	2020	11	25	07	23	 -17.95	 140.91	0.711		278.6278	246.1334	181.0895	 82.4071	1
	2020	11	25	07	24	 -12.23	 142.85	0.210		285.3587	268.8865	210.2381	 89.2122	1
	2020	11	26	08	05	 -15.32	 129.82	0.247		294.2432	271.1469	207.5477	 78.8423	1
	2020	11	26	08	05	 -14.04	 129.87	0.344		285.7700	265.6007	200.3935	 71.7396	1
	2020	11	26	08	06	 -13.08	 131.21	0.248		291.3139	267.6647	215.0308	102.1294	1
	2020	11	28	07	54	 -18.04	 122.95	0.448		290.4275	260.2547	194.0412	 85.9072	1
	2020	12	20	01	19	 -16.80	 122.36	0.207		283.4349	268.4285	215.1835	 90.9487	1
	2020	12	24	22	34	 -15.82	 140.64	0.293		280.3283	267.6358	194.3410	 72.5097	1
	2020	12	26	11	04	 -35.69	 150.60	0.369		272.3517	259.9826	209.0811	110.3887	1
	2020	12	26	20	47	 -34.59	 154.66	0.216		274.5632	268.0842	223.3819	122.1514	1
	2020	12	26	20	47	 -34.33	 153.59	0.336		276.2881	265.7175	207.2738	 99.6013	1
	2020	12	26	20	47	 -34.05	 154.97	0.950		267.4980	231.9395	177.5395	 86.1689	1
	2020	12	27	11	41	 -17.69	 132.54	0.234		296.5105	267.8341	201.7371	 94.1217	1
	2020	12	27	19	54	 -36.22	 153.12	0.406		269.6107	252.3344	215.0485	135.2563	0
	2020	12	27	19	54	 -37.47	 153.52	0.990		265.2233	210.9012	140.3613	 80.5971	1
	2020	12	27	19	54	 -37.02	 153.71	0.293		274.7761	261.6664	210.5528	105.5261	1
	2020	12	27	19	54	 -36.79	 154.83	0.337		272.1693	259.5114	209.5662	120.0744	1
	2020	12	27	21	29	 -29.70	 143.83	0.273		308.2788	264.5713	213.0469	112.8161	1
	2020	12	28	10	53	 -29.53	 145.06	0.331		296.8325	261.1123	207.3858	111.1417	1
	2020	12	28	10	54	 -30.97	 148.23	0.496		293.5910	259.7303	193.7617	 90.1323	1
	2021	01	08	19	00	 -12.16	 131.99	0.208		286.8358	271.1222	213.0469	 74.8387	1
	2021	01	14	07	04	 -18.50	 124.43	0.231		305.2672	265.3332	214.0332	 86.1695	1
	2021	01	15	14	25	 -37.25	 154.89	0.614		272.6758	257.1702	194.5338	114.8532	1
	2021	01	15	14	25	 -35.44	 154.45	0.312		274.3275	267.3904	210.1804	 99.1115	1
	2021	01	15	17	37	 -13.12	 120.91	0.258		286.6361	267.7453	199.3752	 77.7160	1
	2021	01	20	16	25	 -15.61	 120.56	0.233		280.5518	268.4111	200.3433	 69.9861	1
	2021	01	22	03	19	 -26.97	 147.04	0.211		301.0147	262.0676	206.8038	107.5499	1
	2021	01	24	14	29	 -22.07	 129.46	0.205		314.5936	265.8464	211.4370	 69.1562	1
	2021	01	25	13	38	 -15.31	 140.18	0.202		279.7615	270.9966	210.9604	 73.5262	1
	2021	02	11	08	17	 -21.24	 142.50	0.213		315.2016	274.6916	196.6431	 75.7253	1
	2021	02	11	09	49	 -23.27	 119.31	0.202		298.6059	268.8946	208.2142	 96.2714	1
	2021	02	14	07	16	 -21.23	 142.85	0.262		296.8501	271.6084	191.9100	 78.7131	1
	2021	02	14	07	16	 -21.25	 141.21	0.219		292.3510	271.0926	203.6661	 80.4969	1
	2021	02	19	07	40	 -15.78	 124.33	0.411		279.3935	261.0235	189.8055	 61.2550	1
	2021	02	20	18	29	  -9.63	 142.26	0.250		283.4990	268.7149	209.0347	 71.9806	1
	2021	02	23	04	11	 -29.81	 152.70	0.283		281.9105	263.7679	197.5492	105.1018	1
	2021	02	23	04	11	 -29.19	 152.79	0.498		283.1017	254.2163	190.1833	 75.6088	1
	2021	03	08	02	24	 -12.79	 130.32	0.249		277.8988	270.3984	199.6004	 59.9625	1
	2021	03	10	14	01	 -30.14	 143.14	0.235		300.4997	262.9224	213.6305	125.7944	0
	2021	03	11	13	07	 -26.38	 146.67	0.371		281.3876	258.0567	196.3294	 96.4099	1
	2021	03	24	09	35	 -19.67	 147.94	0.339		287.9229	267.0718	186.0406	 52.6042	1
	2021	04	07	18	13	 -15.69	 113.19	0.315		278.4433	267.2344	188.3703	 66.1641	1
	2021	04	14	05	27	 -19.81	 112.84	0.289		282.8648	266.0192	196.8355	 80.0379	1
	2021	05	12	05	00	 -35.76	 152.84	0.201		276.4056	266.6866	222.8605	121.5023	1
	2021	05	12	05	01	 -31.05	 153.22	0.325		276.1495	262.9055	212.3364	 99.2144	1
	2021	06	08	20	27	 -39.51	 148.37	0.208		266.0998	260.2245	228.8743	149.7678	0
	2021	06	16	18	15	 -36.33	 153.39	0.273		271.1559	265.9051	218.3540	116.9560	1
	2021	06	16	18	17	 -29.71	 154.99	0.465		273.6588	259.5455	191.4638	 89.2451	1
	2021	08	29	11	24	 -32.38	 153.49	0.745		269.2155	240.0970	199.6978	111.5321	1
	2021	10	14	21	24	 -32.39	 154.38	0.955		266.0491	230.7493	164.7437	 70.9905	1
	2021	10	14	21	24	 -33.30	 154.20	0.413		272.6151	262.8885	203.8570	 98.3924	1
	2021	10	14	21	25	 -35.47	 152.72	0.293		270.4973	267.0729	224.2926	106.2469	1
	2021	10	14	21	25	 -36.53	 153.03	0.236		275.7778	271.2338	222.4435	100.1027	1
	2021	10	17	08	34	 -18.25	 132.77	0.230		306.0606	270.2335	223.4160	111.8060	0
	2021	10	17	20	19	 -22.05	 150.02	0.866		269.1801	231.2434	155.9802	 80.2315	1
	2021	10	17	20	20	 -23.02	 150.41	0.773		278.7022	248.4346	163.3627	 80.5524	1
	2021	10	18	07	42	 -20.85	 136.36	0.245		324.0175	265.1262	222.6816	156.7241	0
	2021	10	19	06	51	 -19.94	 148.77	0.390		275.7206	262.5857	191.4202	 84.4051	1
	2021	10	19	06	51	 -19.07	 147.92	0.237		278.2271	267.4285	207.4058	 96.7699	1
	2021	10	19	08	26	 -13.95	 130.82	0.291		298.4084	267.8495	204.5282	 96.3463	1
	2021	10	19	20	11	 -22.62	 150.99	0.367		280.3719	264.5334	202.9443	 84.4680	1
	2021	10	20	05	57	 -31.03	 153.92	0.362		276.0916	260.0431	216.7057	134.4824	1
	2021	10	20	05	57	 -28.57	 153.01	0.518		278.2819	253.4324	209.7992	127.8379	1
	2021	10	20	05	59	 -19.84	 153.60	0.607		266.3936	241.9174	187.3449	 95.1333	1
	2021	10	20	06	00	 -19.15	 152.59	0.390		274.5366	261.0442	195.7998	 93.4034	1
	2021	10	22	05	48	 -24.28	 149.66	0.242		304.5687	265.2937	215.8604	103.3023	1
	2021	10	22	07	24	 -15.36	 130.22	0.351		303.8079	266.1806	206.8373	110.6498	0
	2021	10	25	04	47	 -25.96	 152.32	0.266		278.2242	258.5141	208.8357	119.1979	1
	2021	10	27	06	13	 -14.31	 130.27	0.226		299.6867	267.0559	218.1769	 98.5522	1
	2021	10	30	05	10	 -21.89	 129.33	0.242		307.2098	262.1633	227.1342	166.9103	0
	2021	11	08	02	06	 -23.02	 133.87	0.327		282.2915	259.5759	200.3952	103.6290	1
	2021	11	22	11	09	 -20.23	 130.16	0.314		309.3227	261.6068	204.8811	116.4291	1
	2021	11	24	10	58	 -15.04	 127.23	0.502		289.9784	258.4760	193.7582	 72.1780	1
	2021	11	25	10	07	 -14.14	 135.29	0.286		298.8344	265.7948	192.5116	 86.4233	1
	2021	11	25	10	07	 -17.54	 133.80	0.477		298.6862	255.9733	194.1464	 98.0278	1
	2021	11	25	10	11	 -29.96	 145.91	0.589		280.8517	248.3556	184.5205	 83.1306	1
	2021	11	27	09	56	 -15.33	 125.16	0.444		285.5000	258.9621	190.2435	 84.0851	1
	2021	12	07	06	03	 -27.75	 146.27	0.257		303.7639	265.1917	214.6317	134.5712	0
	2021	12	07	06	03	 -28.70	 147.29	0.276		295.3274	261.1573	221.8133	140.0425	0
	2021	12	07	06	04	 -32.08	 147.59	0.334		283.1082	257.3347	217.6046	112.8834	1
	2021	12	07	06	04	 -32.92	 148.55	0.519		271.5714	256.9892	203.0012	104.5687	1
	2021	12	08	05	11	 -27.91	 153.58	0.341		278.4808	260.8408	199.1632	 98.0608	1
	2021	12	08	18	06	 -17.12	 123.83	0.245		284.2426	267.6006	211.0260	 85.7594	1
	2021	12	10	05	01	 -22.93	 150.33	0.219		285.4252	267.8702	210.5050	102.8359	1
	2021	12	10	05	02	 -27.08	 153.24	0.291		273.7246	260.0915	214.2076	126.0195	0
	2021	12	10	06	31	 -14.42	 126.03	0.221		285.9545	270.4604	213.7858	 79.6798	1
	2021	12	10	06	31	 -15.08	 125.31	0.365		290.9556	265.2906	192.0701	 70.5287	1
	2021	12	10	06	32	 -18.10	 122.78	0.275		315.0429	266.6019	202.8304	101.9333	1
	2021	12	18	12	34	 -36.47	 151.79	0.608		271.5511	253.9725	188.7781	 95.8798	1
	2021	12	18	12	34	 -35.45	 151.94	0.691		271.9007	245.2682	182.1789	 92.7608	1
	2021	12	19	03	31	 -23.59	 138.07	0.204		326.1983	263.6161	207.7362	106.0107	1
	2021	12	19	03	32	 -28.35	 139.64	0.768		313.4248	245.0860	193.2864	 97.4371	1
	2021	12	19	13	20	 -18.76	 139.23	0.390		276.1495	259.4969	196.7657	 78.4196	1
	2021	12	19	14	53	 -17.72	 124.26	0.319		295.3336	267.0601	191.6504	 64.8515	1
	2021	12	19	14	54	 -15.66	 125.37	0.273		289.4428	268.3293	201.6504	 83.1971	1
	2021	12	22	02	24	 -10.26	 125.10	0.261		277.4997	266.8469	207.1150	 85.4888	1
	2021	12	22	13	50	 -18.05	 125.62	0.223		289.2189	265.4723	217.1771	105.6979	1
	2021	12	23	11	22	 -34.44	 151.32	0.305		278.9103	267.3279	204.7423	 88.6079	1
	2021	12	23	11	23	 -29.03	 147.14	0.402		278.9028	251.3727	203.3649	101.0397	1
	2021	12	25	11	15	 -21.05	 146.89	0.361		282.9481	264.1430	201.8359	 84.3595	1
	2021	12	26	10	20	 -32.22	 150.21	0.474		277.5822	259.1480	195.3821	110.2915	1
	2021	12	30	11	36	 -21.29	 121.37	0.231		307.1835	267.8104	213.7599	115.6698	0
	2021	12	30	11	36	 -21.63	 122.13	0.300		285.5250	262.8604	215.6488	133.3824	0
	2022	01	07	09	20	 -21.71	 116.14	0.220		296.4111	270.6689	222.4591	107.3560	0
	2022	01	07	09	20	 -21.64	 117.61	0.213		297.4474	268.7576	209.2567	 99.8500	1
	2022	01	07	09	20	 -21.41	 116.91	0.334		299.3532	265.1897	201.8809	 79.3134	1
	2022	01	07	09	22	 -18.33	 123.95	0.565		313.7284	258.1790	167.8138	 68.7970	1
	2022	01	08	06	55	 -27.13	 149.06	0.223		303.9775	269.7125	218.3019	129.0495	0
	2022	01	08	06	55	 -23.89	 148.66	0.245		291.3478	266.6126	208.7527	 99.9022	1
	2022	01	10	06	45	 -29.27	 145.90	0.236		308.0885	262.2372	208.4520	111.1689	1
	2022	01	10	08	20	 -16.61	 124.69	0.210		298.2294	269.1062	222.4077	 81.5876	1
	2022	01	10	08	20	 -15.30	 125.63	0.272		292.3510	267.0239	198.9560	 77.5267	1
	2022	01	10	20	03	 -16.99	 137.90	0.235		282.5255	269.8025	207.4726	 70.2085	1
	2022	01	10	20	08	 -33.27	 147.10	0.476		273.4764	254.8970	192.2649	107.7223	1
	2022	01	10	20	08	 -34.19	 145.73	0.237		284.0716	265.0750	208.2825	112.2598	1
	2022	01	11	05	51	 -30.38	 146.65	0.230		301.4244	261.2829	207.8012	114.7159	1
	2022	01	11	07	29	 -12.24	 133.82	0.281		284.3540	267.7516	204.9170	 85.7842	1
	2022	01	11	07	29	 -12.44	 134.75	0.315		283.3900	265.9030	196.3857	 74.3052	1
	2022	01	13	05	40	 -35.08	 142.32	0.548		289.4874	257.2674	187.3941	 86.5951	1
	2022	01	13	05	40	 -32.39	 142.55	0.907		283.5502	227.7125	161.9464	 75.6552	1
	2022	01	13	05	40	 -31.78	 143.37	0.771		271.2421	244.6907	199.5181	116.0071	0
	2022	01	13	05	41	 -29.97	 144.58	0.246		308.1672	266.3518	216.6052	143.7905	0
	2022	01	13	07	17	 -17.31	 125.09	0.437		296.5925	259.9220	202.6180	 74.0768	1
	2022	01	13	20	34	 -14.56	 123.98	0.203		278.5907	268.9767	200.5049	 65.1023	1
	2022	01	14	04	48	 -37.51	 149.18	0.448		274.6235	258.1136	212.1767	101.0077	1
	2022	01	15	03	56	 -37.57	 153.10	0.335		275.1337	266.4990	199.3836	 85.9504	1
	2022	01	15	05	35	 -18.94	 144.54	0.215		295.8376	267.2918	214.2253	 94.7887	1
	2022	01	15	07	09	 -12.67	 119.24	0.231		279.8269	268.8764	203.4734	 68.1079	1
	2022	01	22	17	31	 -19.46	 126.45	0.232		291.7196	269.2667	206.1138	 85.2790	1
	2022	02	13	10	58	 -15.67	 130.38	0.219		296.3115	267.7660	211.4681	107.9861	1
	2022	02	15	10	47	 -18.80	 122.32	0.363		285.4585	264.1832	202.5782	 75.0095	1
	2022	02	17	10	36	 -21.55	 116.07	0.371		295.7499	262.8830	194.6095	 88.4907	1
	2022	02	18	08	14	 -27.25	 152.45	0.256		279.4380	257.4877	206.3453	123.3923	1
	2022	02	18	21	10	 -10.82	 124.40	0.277		276.9908	268.8490	199.8589	 65.8607	1
	2022	02	20	17	46	 -38.03	 152.67	0.993		259.7465	211.8827	136.1713	 66.0143	1
	2022	02	22	07	53	 -27.48	 144.96	0.490		283.3388	251.2343	200.5920	109.8961	1
	2022	02	22	07	53	 -28.72	 145.78	0.467		285.2175	256.5597	189.5793	 89.6134	1
	2022	02	24	19	03	 -18.18	 124.24	0.265		282.4113	269.0486	209.1938	 93.3859	1
	2022	02	26	07	27	 -14.85	 124.44	0.204		278.2617	267.6813	208.8356	 78.7134	1
	2022	02	26	07	28	 -15.43	 124.63	0.527		284.7108	258.8763	168.7455	 64.6044	1
	2022	02	26	07	28	 -16.28	 124.24	0.722		281.7909	249.0692	166.3811	 56.3979	1
	2022	02	28	05	45	 -17.03	 141.48	0.321		294.7356	266.9024	186.3189	 66.7161	1
	2022	02	28	07	18	 -20.73	 118.28	0.411		316.5645	262.5188	201.2703	 92.2196	1
	2022	02	28	07	18	 -18.10	 122.72	0.212		289.5248	269.2193	215.2510	 75.1387	1
	2022	03	07	15	47	 -16.70	 124.96	0.336		277.0526	264.4713	199.2692	 76.1687	1
	2022	03	09	02	39	 -23.54	 150.52	0.506		286.0854	261.1411	170.8417	 65.0079	1
	2022	03	26	08	30	 -25.86	 147.64	0.347		276.1842	260.6379	207.4158	120.8350	0
	2022	03	26	10	01	 -30.21	 117.06	0.205		295.9136	264.0740	210.0699	 96.0734	1
	2022	03	28	09	50	 -30.01	 116.56	0.339		293.3447	264.5734	205.3974	 83.6006	1
	2022	03	28	09	50	 -28.60	 116.88	0.490		285.0595	258.0987	188.2639	101.4106	1
	2022	03	28	09	50	 -27.41	 117.00	0.422		321.2195	264.0273	194.4375	 93.8572	1
